ID,Fecha,Póliza,Correo Destinatario,CC Envío,CC Correos,Asunto,Cuerpo Inicial,Cuerpo Final,Comentarios,Respuesta,Envío,HTML,Impresión,PDF,Envíos
 ,,,,,,,,,,,,,,,
