ID,Fecha,Estado,Partner,Correo Partner,CC Envío,CC Correos,Asunto,Cuerpo Inicial,Cuerpo Final,Comentarios,Respuesta,Envío,HTML,Impresión,PDF,Envíos
 ,,,,,,,,,,,,,,,,
